"Name";"Category";"user_score";"precision";"rn";"Synonyms";"main_link";"tags";"Price";"years_since_relevant";"DataSource";"Description";"Manual_In";"Manual_Out";"Automatic_In";"Automatic_Out";"Link_Out";"Link_In";"fastgreedy_order";"edgebetw_order";"cluster_fast_greedy";"cluster_edge_betweenness";"cluster_spinglass";"frequency";"KeysFirstRow";"KeyIncidence";"KeyRepetition";"KeyInPopular";"CentDegree";"CentClosens";"CentBetweens";"CentEigenvec";"tagSum";"fastgreedy_height";"edgebetw_height";"main_site"
"SMARTWATCHER Emergency";"app";2.5;;190;"SMARTWATCHER";"";"Emergency Call";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"SMI Eye Tracking Glasses";"device";2;;1427;"SensoMotoric Instrument,SMI Driver Machine Analysis Package";"smivision.com";"Tracker,Behaviour research,industry,Com_over_WiFi,Windows,iOS,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Hi-tech pair of glasses used to record what is in the user's field of vision";"image analysis,camera";"";"";"";"";"";;;;;;;;;;;;;;;;;;"smivision.com"
"SMS Audio Biosport";"device";1;;1428;"biosport";"smsaudio.com/";"Earphones,Wireless,earphones,heart-rate,Bluetooth,iOS,Android,Discontinued";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Earphones providing body monitoring";"heart rate,heartrate,heart rate sensor";"";"";"";"";"";;;;;;;;;;;;;;;;;;"smsaudio.com"
"snoring";"whattomeasure";2.5;;191;"";"";"";;;"DIM";"";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"NA"
"Somaxis";"device";2;;1429;"MyoLink";"somaxis.com/";"Tracker,Muscle,activity,electrode,Bluetooth,iOS,Android,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Muscle activity monitor of the arm for health and fitness purposes";"motion analysis,electroencephalography,electrocardiogram,electromyography,6-axis inertial measurement unit";"";"";"";"";"";;;;;;;;;;;;;;;;;;"somaxis.com"
"Sony Smartwatch";"device";3;;1430;"";"sonymobile.com/no/products/smart-products";"Smartwatch,USB,Bluetooth,NFC,Android,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables. http://support.walkingspree.com/hc/en-us/sections/206748667-Devices-Connected-via-Apple-Health-Google-Fit";"Smartwatch";"physical activity,steps,energy expenditure,sleep,accelerometer,magnetometer,gyroscope,global positioning system,compass";"google fit,rest api,api";"";"";"";"";;;;;;;;;;;;;;;;;;"sonymobile.com"
"Sooil DANA R Insulin pump";"device";1;;1431;"Sooil";"sooil.com";"Insulin pump,Bluetooth,FDA approved,CE marked,Android,In production";;;"https://doi.org/10.18710/QXMY88";"Insulin pump";"cgm";"";"";"";"";"";;;;;;;;;;;;;;;;;;"sooil.com"
"SoundBite Sonitus";"device";1;;1432;"SoundBite hearing aid,Sonitus Medical Inc.,Sonitus,SoundBite";"sonitusmedical.com/";"Earphones,Bone conduction,speaker,Com_over_WiFi,Not released yet";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable hearing aid designed to be worn on the inside of the mouth";"bone conduction speaker";"";"";"";"";"";;;;;;;;;;;;;;;;;;"sonitusmedical.com"
"Soundbrenner Puls";"device";0;;1433;"";"soundbrenner.com/";"wear,Wearable metronome device,Bluetooth,Android,iOS,In production";;;"https://doi.org/10.18710/QXMY88,http://vandrico.com/wearables";"Wearable metronome device for musicians";"";"";"";"";"";"";;;;;;;;;;;;;;;;;;"soundbrenner.com"
"SparkPeople";"app";2.5;;1434;"Calorie Counter & Diet Tracker SparkPeople Inc.,SparkCoach";"sparkpeople.com,sparkpeople.com,sparkcoach.com/coach/index.asp?r=coachhome";"Health & Fitness,Health,Physical activity,paidServices,iOS,Android,HTML,Physical activity,Android,iOS,app";0;;"doi.org/10.1186/s12937-018-0366-6,DIM";"Track food & fitness and lose weight with the SparkPeople Calorie Calculator and Diet Tracker. We think it<U+0082><c4><f4>s the best weight loss and diet app and we think you will too. Get the fitness tracking and calorie counting tools exercise demos reporting and the food database that has helped millions of people meet their goals and live healthier better lives; access to our suite of fitness & diet reporting tools articles by our health experts thousands of healthy recipes and more. WHY YOU SHOULD DOWNLOAD OUR APP NOW: A huge food database: With over 4000000 foods tracked it<U+0082><c4><f4>s easy to count calories and find a diet that<U+0082><c4><f4>s right for you. Fast Diet & Fitness Tracking: Track strength and cardio with our easy-to-use search function including sets reps and weight/rep. And calculate the calorie or carb makeup of any meal with our simple calorie calculator. Hundreds of Exercise Demos: Get fit and avoid common exercise injuries with our short demos of cardio and strength exercises. All demos are performed by licensed trainers so you can learn how to exercise the right way every time. Barcode Scanner: Scan the barcode of any food and find its calorie and nutritional information in our food database. Track nutrients: calories carbs protein fat fiber cholesterol and more. Health & Fitness Articles: Read articles from SparkPeople<U+0082><c4><f4>s nutritionists & fitness experts to learn how to be a healthier more motivated you. Get Motivated with SparkPoints: SparkPoints is a game we<U+0082><c4><f4>ve woven through our program that makes getting fit fun. Track your food and fitness get points & earn trophies. Connect Apps & Devices: Connect the apps or devices you use to your SparkPeople account! We integrate with FitBit Jawbone UP Misfit Runkeeper & Garmin devices. NEW: You can now try SparkPeople Premium our ad-free app experience. Get advanced reporting the ability to email our coaches to get a live response our Smart Start program and so much more! SparkPeople SPARKPEOPLE ISN<U+0082><c4><f4>T AN APP WE<U+0082><c4><f4>RE A COMMUNITY Since 2001 SparkPeople.com has helped millions of people just like you to lose weight and stay fit. With your SparkPeople account you can access: - Our vast library of healthy-living articles fitness videos and exercise planning tools. - Our healthy recipe site with over 600000 healthy and easy recipes that help you reach your nutrition goals while still eating well. - The most supportive healthy lifestyle community. Get support from other members like you and reach your weight loss & fitness goals while having fun. Terms & Conditions Do Apply. - To see the Terms of Use associated with our account please visit this page: http://goo.gl/4oEYDP - You can find the SparkPeople Privacy Policy here: http://goo.gl/Wu0LFk - SparkPeople Premium is an upgrade membership option for users of our free app. - The cost for a Premium upgrade is $4.99/month on a rolling monthly basis or a one-time cost of $29.99. If you decide to purchase the one-time upgrade you will not be rebilled in perpetuity. - Payment will be charged to iTunes Account at confirmation of purchase - Monthly subscriptions will automatically renews unless auto-renew is turned off at least 24-hours before the end of the current period - Account will be charged for renewal within 24-hours prior to the end of the current period and identify the cost of the renewal - Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase. - No cancellation of the current subscription is allowed during active subscription period - Any unused portion of a free trial period if offered will be forfeited when the user purchases a subscription to that publication - No cancellation of the current subscription is allowed during active subscription period Sign up & start living a healthier life. Thanks for using our app! Lose weight by tracking food & fitness with the SparkPeople<U+0082><c4><f4> Calorie Counter and Diet Tracker app. We think it<U+0082><c4><f4>s the best weight loss and diet app for Android and we think you will too.This app brings the fitness tracking and carb counting tools calorie charts exercise demos and the detailed reporting that have helped millions of SparkPeople members meet their goals and live healthier better lives. The app fully integrates with our site giving you access to detailed fitness and diet reporting articles by our health experts thousands of healthy recipes and more. WHY YOU SHOULD DOWNLOAD OUR APP NOW: The biggest food database of any food tracking app & diet app: With over 3500000 foods tracked and more being added every day our easy food lookup helps you count the calories you eat while finding a diet that<U+0082><c4><f4>s right for you. Fast Diet & Fitness Tracking: It<U+0082><c4><f4>s easy to track your workouts and count the calories you burn. Track both strength and cardio with our easy-to-use search function including sets reps and weight/rep. Calculate the caloric intake of any meal with our simple calorie calculator. Great for tracking macros! Hundreds of Exercise Demonstrations: Get fit and avoid common exercise injuries with our short demos of popular cardio and strength exercises. All demos are performed by our licensed trainers so you can learn how to exercise the right way every time. Barcode Scanner: Scan the barcode of any food and find its calorie and nutritional information in our food database. Track your intake of all common nutrients & minerals: calories carbs protein fat fiber cholesterol and more. Daily Weigh-In Page: Keep track of your day-to-day progress with our easy to use weight and BMI chart. It<U+0082><c4><f4>s easier to keep those extra pounds off once you<U+0082><c4><f4>ve seen how far you<U+0082><c4><f4>ve come! Health Diet & Fitness Articles: Read articles from SparkPeople<U+0082><c4><f4>s nutritionists and fitness experts to learn more about your metabolism & how to be a healthier more motivated you. It<U+0082><c4><f4>s like have a team of dieticians nutritionists & fitness trainers on your phone! Total Integration: You can access all fitness and nutrition logs from your computer tablet or smartphone so you always have the information you need to keep pace with your goals. Plus you<U+0082><c4><f4>ll always have an online backup of all your data. Get Motivated with SparkPoints: SparkPoints is a game we<U+0082><c4><f4>ve woven through our program that makes getting fit fun. Track your food and fitness learn new healthy habits and spin the SparkWheel to get points and earn trophies. Connect Apps & Devices: Already use other apps or devices to track your fitness but want more help with weight loss strategies & diet tracking? Just connect the app or device you use to your SparkPeople account! We offer full integration with FitBit Jawbone UP Misfit Runkeeper and Garmin devices. SPARKPEOPLE ISN<U+0082><c4><f4>T JUST AN APP WE<U+0082><c4><f4>RE A COMMUNITY The SparkPeople Calorie Counter & Diet Tracker fully syncs with SparkPeople.com. Since 2001 SparkPeople.com has helped millions of people just like you to lose weight and stay fit and we do this by offering support education and powerful weight loss and fitness tools. With your SparkPeople account you can also access: - SparkPeople.com's vast library of healthy-living articles fitness videos and exercise planning tools. - SparkRecipes.com our healthy recipe site. You<U+0082><c4><f4>ll find over 600000 healthy and easy to cook recipes that help you reach your nutrition goals while still eating well. - The web<U+0082><c4><f4>s friendliest most supportive healthy lifestyle community. Get support from other members who have been right where you are and reach your weight loss and fitness goals while having fun. Stop being sedentary & get active - we<U+0082><c4><f4>ll help you succeed! - Our #1 goal is to make you happy. If you have any questions concerns or suggestions please email us at support@sparkpeople.com Sign up free and start living a healthier life. Thanks for using our app!,NA Take your healthy lifestyle journey to the next level with SparkCoach<U+0082><c4><f4>s unlimited virtual coaching! This app from SparkPeople will help you set meet and exceed your weight loss and fitness goals by bringing of our popular online virtual coaching right to your phone. SparkCoach has already helped thousands of our members lose weight and get healthy and you can be the next success story. Our app gives you a structured daily program that we<U+0082><c4><f4>ve carefully designed to give you the extra support you need to supplement our free online diet and fitness program. Personal Training that<U+0082><c4><f4>s There When You Need It With SparkCoach for mobile you'll get: Virtual fitness coaching with licensed fitness coaches - Get encouragement and expert advice from one of SparkPeople<U+0082><c4><f4>s dieticians personal trainers and even from our founder SparkGuy himself! Each day you<U+0082><c4><f4>ll receive an exclusive video-based coaching session from our world-class experts. You<U+0082><c4><f4>ll learn the most effective tricks and strategies you can apply to your health and fitness program to quickly get the results you want. Instant support from professionals - Have a specific diet or fitness-related question that you need answered right away? Click on the <U+0082><c4><fa>Email a Coach<U+0082><c4><f9> button and one of our weight loss experts will be sure to get right back to you. Cardio and strength workout routines - We have over 600 workout demos that you can view right from your mobile device. With our short videos and animations of licensed trainers performing cardio and strength exercises you<U+0082><c4><f4>ll learn how to exercise the right way every time. If you<U+0082><c4><f4>re in the the mood to try something new our simple interface makes it easy to browse exercises until you find exactly what you<U+0082><c4><f4>re looking for. Daily Motivational Quotes & Visualizations - Physical fitness and healthy living relies just as much on your mind as it does your body. Each day we<U+0082><c4><f4>ll give you a motivational quote and a visualization message to help you get in the right mindset to meet your goals. Access to the Private SparkCoach SparkTeam - We<U+0082><c4><f4>ve created a special SparkCoach team just for SparkPeople members like you. Your team will always be there when you need them to answer questions and provide inspiration. Track what you eat - our food database makes the nutritional information of 2000000+ foods available to you all from within the app. We make it easy to track exactly what<U+0082><c4><ee>and how much<U+0082><c4><ee>you're eating. Track what you do - Our fast and simple fitness tracker makes it simple to track how you exercise and how many calories you burn. Fitness Tracker integration - SparkPeople integrates with both Fitbit and BodyMedia to seamlessly track your fitness minutes. Download the SparkCoach app today for ongoing motivation accountability rewards and more! *The SparkCoach app is a free app but after an initial trial of seven days this app will require a paid SparkCoach membership to function properly.";"database input,barcode scanning,generic input,labeled or packaged food products,misfit,up smart coach for health,garmin connect mobile,fitbit charge 2,excercise,muscular strength,bmi,body weight,posts,comments,motivation,food,workout";"file,social support,up by jawbone - track with up move,up24,fitbit charge 2,coaching,advices";"";"";"";"";;;;;;;;;;;;;;;;;;"sparkpeople.com,sparkcoach.com"
